Channel Name,Channel ID,YouTube URL,Theme,Tags,Favorite,Classification Basis,Needs Review
Opel Handball-Bundesliga,UCx3lzRTmoNWCzyRaIooMz4g,https://www.youtube.com/channel/UCx3lzRTmoNWCzyRaIooMz4g,Sports,,No,Inferred from the previous PocketTube collection,No
PSG HANDBALL,UCyLVUccyk1hh2dcijD6pQzw,https://www.youtube.com/channel/UCyLVUccyk1hh2dcijD6pQzw,Sports,,No,Inferred from the previous PocketTube collection,No
Qalby Etmaan - قلبي اطمأن,UCTYNerRYjdiyRNR6LgRmOOQ,https://www.youtube.com/channel/UCTYNerRYjdiyRNR6LgRmOOQ,Sports,Sports,Yes,"Inferred from channel name, recent video titles, and collection context",No
Sam Sulek,UCAuk798iHprjTtwlClkFxMA,https://www.youtube.com/channel/UCAuk798iHprjTtwlClkFxMA,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
samaras ketolife,UCbE3L82CulQw0zIVsW-xWxg,https://www.youtube.com/channel/UCbE3L82CulQw0zIVsW-xWxg,Sports,,No,Inferred from the previous PocketTube collection,No
Topz Extra,UCpFgBLPKyf80Ng5xk2XFxsQ,https://www.youtube.com/channel/UCpFgBLPKyf80Ng5xk2XFxsQ,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
UFC,UCvgfXK4nTYKudb0rFR6noLA,https://www.youtube.com/channel/UCvgfXK4nTYKudb0rFR6noLA,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
WESLEY GIMENEZ - KRAV MAGA CAVEIRA,UC2bWVm4BwRM2vK8y6vldhlQ,https://www.youtube.com/channel/UC2bWVm4BwRM2vK8y6vldhlQ,Sports,,No,Inferred from the previous PocketTube collection,No
YS 24 Handball Video,UCGm5aMLEY8QtnTEMzw1UkhA,https://www.youtube.com/channel/UCGm5aMLEY8QtnTEMzw1UkhA,Sports,,No,Inferred from the previous PocketTube collection,No
اقوى تيبس Akwa Tips,UCR9Vu6Bsxxs-tEVeSz-3bqQ,https://www.youtube.com/channel/UCR9Vu6Bsxxs-tEVeSz-3bqQ,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
شبكة العاب العرب | Arab Games Network,UCV2JkEBmtfSYGAIlprAhAyQ,https://www.youtube.com/channel/UCV2JkEBmtfSYGAIlprAhAyQ,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
قناة د محمد نوفل للشطرنج,UCX6vJsr5GZtCQjt04x4r5nQ,https://www.youtube.com/channel/UCX6vJsr5GZtCQjt04x4r5nQ,Sports,,No,"Inferred from channel name, recent video titles, and collection context",No
Abdo Sbiti,UCL-TX8CDnm6HGjQZbLtQcSg,https://www.youtube.com/channel/UCL-TX8CDnm6HGjQZbLtQcSg,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Abdullrhman Salah - عبدالرحمن صلاح,UCXqLEz_hk_IHxBSUuaa87DQ,https://www.youtube.com/channel/UCXqLEz_hk_IHxBSUuaa87DQ,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Affinity with Dansky,UCbqKWUKmchbqi19D8TIJomw,https://www.youtube.com/channel/UCbqKWUKmchbqi19D8TIJomw,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Ahmed Khaled,UCrWdK9MFWhu5FpjUvzNzOXw,https://www.youtube.com/channel/UCrWdK9MFWhu5FpjUvzNzOXw,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Ahmed Nagdy - أحمد نجدي,UCV5-PB2LLRn0v3LZ5Rqu2Xw,https://www.youtube.com/channel/UCV5-PB2LLRn0v3LZ5Rqu2Xw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
AI Explained,UCNJ1Ymd5yFuUPtn21xtRbbw,https://www.youtube.com/channel/UCNJ1Ymd5yFuUPtn21xtRbbw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
AI In Context,UCwicfou4Ewu-koikmga-bEg,https://www.youtube.com/channel/UCwicfou4Ewu-koikmga-bEg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
AI Nexus,UC3tfKRHwNsVLQVLwgCtGD4A,https://www.youtube.com/channel/UC3tfKRHwNsVLQVLwgCtGD4A,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Aliena Cai,UCdImQC-ytxsJss3d1cqdOzA,https://www.youtube.com/channel/UCdImQC-ytxsJss3d1cqdOzA,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Andy Stapleton,UCFqXmQ56-Gp1rIKa-GoAJvQ,https://www.youtube.com/channel/UCFqXmQ56-Gp1rIKa-GoAJvQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Apple,UCE_M8A5yxnLfW0KghEeajjw,https://www.youtube.com/channel/UCE_M8A5yxnLfW0KghEeajjw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Baz Station محطة باز,UCYk5_iTAzDBUILMkn0g5Lxw,https://www.youtube.com/channel/UCYk5_iTAzDBUILMkn0g5Lxw,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Bing,UCAV2DO940Pl55eXOLVvaT0g,https://www.youtube.com/channel/UCAV2DO940Pl55eXOLVvaT0g,Technology & AI,,No,Inferred from the previous PocketTube collection,No
BlueStacks,UC9eB0Ysv4UcKgjEy47zcZ5A,https://www.youtube.com/channel/UC9eB0Ysv4UcKgjEy47zcZ5A,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Brad Giannini,UCMP69vxbThtZAmerkaBZYbg,https://www.youtube.com/channel/UCMP69vxbThtZAmerkaBZYbg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Bring Your Own Laptop,UCHZ-NWzcaa4lFT9NjP4T4pg,https://www.youtube.com/channel/UCHZ-NWzcaa4lFT9NjP4T4pg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Cambotar | كمبوطر,UC-BZxIdlztx9bvptinxpnlg,https://www.youtube.com/channel/UC-BZxIdlztx9bvptinxpnlg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
CGP Grey,UC2C_jShtL725hvbm1arSV9w,https://www.youtube.com/channel/UC2C_jShtL725hvbm1arSV9w,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Cinecom.net,UCpLfM1_MIcIQ3jweRT19LVw,https://www.youtube.com/channel/UCpLfM1_MIcIQ3jweRT19LVw,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Concept Central,UCpjFz3EP5lv9MiN3DZzmNFg,https://www.youtube.com/channel/UCpjFz3EP5lv9MiN3DZzmNFg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Cozy Design Studios,UCBRg7jl3eQlFEx7KcJ1oEBw,https://www.youtube.com/channel/UCBRg7jl3eQlFEx7KcJ1oEBw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
CS50,UCcabW7890RKJzL968QWEykA,https://www.youtube.com/channel/UCcabW7890RKJzL968QWEykA,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Dammit Jeff,UCXOSur_wiS9TK0WUhJrYrlA,https://www.youtube.com/channel/UCXOSur_wiS9TK0WUhJrYrlA,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Daniel Schiffer,UCwjZLzqHYImv4oCJQcZ8Hig,https://www.youtube.com/channel/UCwjZLzqHYImv4oCJQcZ8Hig,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Dansky,UCAbq1eKey19tt-FfaIO1RMA,https://www.youtube.com/channel/UCAbq1eKey19tt-FfaIO1RMA,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Darin Wood,UC8A7epR7yNWG_4JYmJxa0Yw,https://www.youtube.com/channel/UC8A7epR7yNWG_4JYmJxa0Yw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Designs By IFR,UCV11AccJeiMX4ZyHErV2oPw,https://www.youtube.com/channel/UCV11AccJeiMX4ZyHErV2oPw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
DIY Perks,UCUQo7nzH1sXVpzL92VesANw,https://www.youtube.com/channel/UCUQo7nzH1sXVpzL92VesANw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Dubibubi,UC4SgqYQmdTCKXUoer2U-lcg,https://www.youtube.com/channel/UC4SgqYQmdTCKXUoer2U-lcg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Fireship,UCsBjURrPoezykLs9EqgamOA,https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Flux Academy,UCN7dywl5wDxTu1RM3eJ_h9Q,https://www.youtube.com/channel/UCN7dywl5wDxTu1RM3eJ_h9Q,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Ghaith Salih,UC_c5lmFcsdcZtCL6furutbQ,https://www.youtube.com/channel/UC_c5lmFcsdcZtCL6furutbQ,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Grain,UCb024SWfypLb3cdsbhX9ITw,https://www.youtube.com/channel/UCb024SWfypLb3cdsbhX9ITw,Technology & AI,,No,Inferred from the previous PocketTube collection,No
GregsGadgets,UCoi3Uk6JtP9QgA5BRwnh6NQ,https://www.youtube.com/channel/UCoi3Uk6JtP9QgA5BRwnh6NQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Hasan Naser - حسَن,UCFegjd76TsdL9dxQLpFPdPA,https://www.youtube.com/channel/UCFegjd76TsdL9dxQLpFPdPA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Heba Ahmed - هبة احمد,UCMvdDpKRU_-ZmSz9F1lKOVA,https://www.youtube.com/channel/UCMvdDpKRU_-ZmSz9F1lKOVA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
iJustine,UCey_c7U86mJGz1VJWH5CYPA,https://www.youtube.com/channel/UCey_c7U86mJGz1VJWH5CYPA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Inass Raghib,UCPBcpWVTN2ilF9KsRYEe1Fg,https://www.youtube.com/channel/UCPBcpWVTN2ilF9KsRYEe1Fg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Iphone Bofarj,UCNzpdgGBR6iZTHYPgYq3zmw,https://www.youtube.com/channel/UCNzpdgGBR6iZTHYPgYq3zmw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Jordi Koalitic,UC-Md_S_A6VcSJiAhStZCKbw,https://www.youtube.com/channel/UC-Md_S_A6VcSJiAhStZCKbw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Josh Pocock,UCIVAz0HAz5a_CRlJdV4yRFw,https://www.youtube.com/channel/UCIVAz0HAz5a_CRlJdV4yRFw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Julian Goldie SEO,UCGpsgNbzdF7BECCVbB1COHw,https://www.youtube.com/channel/UCGpsgNbzdF7BECCVbB1COHw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Kokoro Yagami,UCk94Ct5NOjrdhGT2vjeviKw,https://www.youtube.com/channel/UCk94Ct5NOjrdhGT2vjeviKw,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Linus Tech Tips,UCXuqSBlHAE6Xw-yeJA0Tunw,https://www.youtube.com/channel/UCXuqSBlHAE6Xw-yeJA0Tunw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Liseuse et ebook,UCtSkWzbyrYran2t2GiPnlZA,https://www.youtube.com/channel/UCtSkWzbyrYran2t2GiPnlZA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Luke Miani,UC3c8H4Tlnm5M6pXsVMGnmNg,https://www.youtube.com/channel/UC3c8H4Tlnm5M6pXsVMGnmNg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Mahmoud Elsamalosy,UCp7IWHt--abD3B7UUwrUrDA,https://www.youtube.com/channel/UCp7IWHt--abD3B7UUwrUrDA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Marques Brownlee,UCBJycsmduvYEL83R_U4JriQ,https://www.youtube.com/channel/UCBJycsmduvYEL83R_U4JriQ,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Matthew Encina,UCSLeoz5odIGS2GdlbHbCAUg,https://www.youtube.com/channel/UCSLeoz5odIGS2GdlbHbCAUg,Technology & AI,,No,Inferred from the previous PocketTube collection,No
Med Projects,UCBdkkKR5JTcpp44XyZMcx3A,https://www.youtube.com/channel/UCBdkkKR5JTcpp44XyZMcx3A,Technology & AI,,No,Inferred from the previous PocketTube collection,No
MetraByte,UCyUFqqpJskoLfILYzyeIkWA,https://www.youtube.com/channel/UCyUFqqpJskoLfILYzyeIkWA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
MinimalisTech,UCIU53gPEdfQxEKbJkZbzJyw,https://www.youtube.com/channel/UCIU53gPEdfQxEKbJkZbzJyw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Mira AI,UCLmBFlpNOjLxpFEV5_Ax0mg,https://www.youtube.com/channel/UCLmBFlpNOjLxpFEV5_Ax0mg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Mo Gawdat,UCilMYYyoot7vhLn4Tinzmmg,https://www.youtube.com/channel/UCilMYYyoot7vhLn4Tinzmmg,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
MOHAMED ELKOUHAILI,UC-tT2OPgXOvD4NG_kEVVBxw,https://www.youtube.com/channel/UC-tT2OPgXOvD4NG_kEVVBxw,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Mohammed Ihsan محمد احسان,UCrIXSECWFaTfcQC5tCzXs4g,https://www.youtube.com/channel/UCrIXSECWFaTfcQC5tCzXs4g,Technology & AI,Technology; AI,Yes,Inferred from the previous PocketTube collection,No
More Perfect Union,UCehBVAPy-bxmnbNARF-_tvA,https://www.youtube.com/channel/UCehBVAPy-bxmnbNARF-_tvA,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
MOUAD BEN'NALI,UCsVUA56GhJ-l1p9UnDPau-w,https://www.youtube.com/channel/UCsVUA56GhJ-l1p9UnDPau-w,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Mrwhosetheboss,UCMiJRAwDNSNzuYeN2uWa0pA,https://www.youtube.com/channel/UCMiJRAwDNSNzuYeN2uWa0pA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
NDA Hack,UCO0--uVBE8kcIJJkvDJ83tA,https://www.youtube.com/channel/UCO0--uVBE8kcIJJkvDJ83tA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
NetworkChuck,UC9x0AN7BWHpCDHSm9NiJFJQ,https://www.youtube.com/channel/UC9x0AN7BWHpCDHSm9NiJFJQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
NothingButTech,UCTd08bYLVmO6sMR0ftRltuQ,https://www.youtube.com/channel/UCTd08bYLVmO6sMR0ftRltuQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Nour Design,UCaGI-UP6IsjmK80Vlfn6btg,https://www.youtube.com/channel/UCaGI-UP6IsjmK80Vlfn6btg,Technology & AI,,No,Inferred from the previous PocketTube collection,No
NVIDIA GeForce Middle East,UCNHEgWwvqwP37DrkzBxXwMQ,https://www.youtube.com/channel/UCNHEgWwvqwP37DrkzBxXwMQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
OpenAI,UCXZCJLdBC09xxGZ6gcdrc6A,https://www.youtube.com/channel/UCXZCJLdBC09xxGZ6gcdrc6A,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Palisade Research,UCVQ5XHD6CFcCT13xNhlZRmg,https://www.youtube.com/channel/UCVQ5XHD6CFcCT13xNhlZRmg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Paolo,UCSaoQBlFCOyeJ_Bzaiww9NQ,https://www.youtube.com/channel/UCSaoQBlFCOyeJ_Bzaiww9NQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Paul Marles,UC2srRh1VkgXJa-BjWhBHKBA,https://www.youtube.com/channel/UC2srRh1VkgXJa-BjWhBHKBA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Peter Melad - بيتر ميلاد,UCXerYgG342gmfpTahEzbgRA,https://www.youtube.com/channel/UCXerYgG342gmfpTahEzbgRA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
PewDiePie,UC-lHJZR3Gqxm24_Vd_AJ5Yw,https://www.youtube.com/channel/UC-lHJZR3Gqxm24_Vd_AJ5Yw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
photoshopCAFE,UCc0_OX4mqSoRecj3IgJTLtg,https://www.youtube.com/channel/UCc0_OX4mqSoRecj3IgJTLtg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
PiXimperfect,UCMrvLMUITAImCHMOhX88PYQ,https://www.youtube.com/channel/UCMrvLMUITAImCHMOhX88PYQ,Technology & AI,,No,Inferred from the previous PocketTube collection,No
PocketTube,UCTVgSQTwWpHWIXC6EOh8vWw,https://www.youtube.com/channel/UCTVgSQTwWpHWIXC6EOh8vWw,Technology & AI,Technology; AI,Yes,Inferred from the previous PocketTube collection,No
Python Arabic Community,UC9ocsRoOwj9tkAQNfUt8ZJg,https://www.youtube.com/channel/UC9ocsRoOwj9tkAQNfUt8ZJg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Readwise,UCEj-pCogfgtK9d-wJCODJmw,https://www.youtube.com/channel/UCEj-pCogfgtK9d-wJCODJmw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Saif Al-Nuaimi سيف النعيمي,UCb8T43GI176vBWGYYZx7PQA,https://www.youtube.com/channel/UCb8T43GI176vBWGYYZx7PQA,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Satori Graphics,UCoeJKtPJLoIBqWq4o8TDLpA,https://www.youtube.com/channel/UCoeJKtPJLoIBqWq4o8TDLpA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Senator Bernie Sanders,UCD_DaKNac0Ta-2PeHuoQ1uA,https://www.youtube.com/channel/UCD_DaKNac0Ta-2PeHuoQ1uA,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Silicon Carne 🌶️,UCt11zYNefnunOkgCrsO9UYg,https://www.youtube.com/channel/UCt11zYNefnunOkgCrsO9UYg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
SoKrispyMedia,UCKo61AAaRD00ibCWJZ321MQ,https://www.youtube.com/channel/UCKo61AAaRD00ibCWJZ321MQ,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Spencer’s Adventures,UCqsdzXbeM5HWwfPBenXRIWQ,https://www.youtube.com/channel/UCqsdzXbeM5HWwfPBenXRIWQ,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Switch and Click,UCT6AJiTYspOILBK3hMWEq2g,https://www.youtube.com/channel/UCT6AJiTYspOILBK3hMWEq2g,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
That Mark Gilroy,UCDYJ3BCFTGLylzCtKTrlkMw,https://www.youtube.com/channel/UCDYJ3BCFTGLylzCtKTrlkMw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
The AI Advantage,UCHhYXsLBEVVnbvsq57n1MTQ,https://www.youtube.com/channel/UCHhYXsLBEVVnbvsq57n1MTQ,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
The Slow Mo Guys,UCUK0HBIBWgM2c4vsPhkYY4w,https://www.youtube.com/channel/UCUK0HBIBWgM2c4vsPhkYY4w,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
The Tech Act,UCJAZscCHAyme3bMLnKLqgtg,https://www.youtube.com/channel/UCJAZscCHAyme3bMLnKLqgtg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Tim Schofield,UCbR6jJpva9VIIAHTse4C3hw,https://www.youtube.com/channel/UCbR6jJpva9VIIAHTse4C3hw,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Toufik Elhayani,UCDNlXxGs1OhQdU6dRAP0YWg,https://www.youtube.com/channel/UCDNlXxGs1OhQdU6dRAP0YWg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
Unknown channel,UCTxhd-f3WmraKfCQSambCxA,https://www.youtube.com/channel/UCTxhd-f3WmraKfCQSambCxA,Technology & AI,,No,Needs review: channel metadata could not be resolved,Yes
UTD Saudi فيصل السيف,UCMM1y0hm7qXW8yGJ6DeQeSQ,https://www.youtube.com/channel/UCMM1y0hm7qXW8yGJ6DeQeSQ,Technology & AI,Technology; AI,Yes,"Inferred from channel name, recent video titles, and collection context",No
Walid Taha,UCIL3YfRG2k7V9EDC3jzy-kg,https://www.youtube.com/channel/UCIL3YfRG2k7V9EDC3jzy-kg,Technology & AI,,No,"Inferred from channel name, recent video titles, and collection context",No
